,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
1500,30967042,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Superstar he's he would move up to rb5 if that Zeke holdout continues but can't go much higher than that.-- Are we sure he's going to be in this back field at any point. Are we sure he's going to get carries for that team chub is a<b> Superstar he's he would move up to rb5 if that Zeke holdout continues but can't go much higher than that.</b> He really can't when you're talking about the top guys there McCaffrey Berkeley Alvin Kamara David Johnson, he could earn his way into that mix, but he's going to have to do that this season.--30967042.0", Superstar he's he would move up to rb5 if that Zeke holdout continues but can't go much higher than that., approval,3
265,2473358,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--They're both struggling offensively. <b> They have I know there was some injury issues there the first couple of weeks But man, they are struggling. </b>  I think it's a more of a chemistry issue there in LA than anything you saw the Keenan Allen tweet.--2473358"," They have I know there was some injury issues there the first couple of weeks But man, they are struggling. ", disapproval,2
1115,21240543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"So I grew up in Utah primarily primarily and-- It's thinks they might be trans but doesn't necessarily want to go into exploring that yeah, because it's terrifying for sure. I mean depending on the situation some people have awesome supportive wonderful things and can just go into it and then other people have anyway, so that's what an egg is in this context.<b> So I grew up in Utah primarily primarily and</b> Like I said before there were so many signs growing up that I was trans that looking back I go how the fuck did I not figure this out sooner.--21240543.0", So I grew up in Utah primarily primarily and, pride,1
1430,29167379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--In fact, I'm absolutely sure that every single miracle that is done by Jesus is tied to a story in the Old Testament. <b> Then I saw heaven opened and behold a white horse. </b> The one sitting on it is called faithful and true and in righteousness. He judges and makes War his eyes are like a flame of fire and on his head are many diadem's and he has a name written that no one knows but himself he's clothed in a robe dipped in Blood and the name by which he is called is the word of God.--29167379", Then I saw heaven opened and behold a white horse. , neutral,1
1138,21855610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Is that Moses he have this same exact argument with God. <b> He said I can't go deliver your people. </b> I've got a speech problem. Even if I go, who am I going to say that sent me and God spoke up and he said you tell them that I am that I am has sent you and what that means is God is anything that we need in order to see the greatest Revival it that that we've ever said he could become.--21855610", He said I can't go deliver your people. , disappointment,1
911,16132860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"So this will impact the type of clinical science or observed and there's other critical factors that determining symptoms.-- And can you dive a little deeper on the symptoms and signs to watch for on purse sure if you're getting to the heart of my Production background and what I would be really looking for out in the field and as I mentioned earlier, there's a lot of different pathogenic strains of hers be covid because of its rapid mutation.<b> So this will impact the type of clinical science or observed and there's other critical factors that determining symptoms.</b> Like I said before the age of the pigs is pretty important.--16132860.0", So this will impact the type of clinical science or observed and there's other critical factors that determining symptoms., neutral,1
1175,22869822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Really have and you've also got the blinkers on you kind of this double-edged sword.-- The lesson that we learned previously and it was a key objective in whatever we did we would have from the get-go Clarity in what we wanted out of it big time like long-term, you know, like when you again I think most people will empathize with this when you are on the you're on the wheel and you can stir yeah, and we've all were all it aren't we a times? We're all it and when you're on the wheel you don't<b> Really have and you've also got the blinkers on you kind of this double-edged sword.</b> There's all those blinkers those blinkers on the hamster wheel human-sized hamster wheel, you just put the ionized and you don't really have chance to look around.--22869822.0", Really have and you've also got the blinkers on you kind of this double-edged sword., realization,1
963,17371944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--She wasn't sure if her sisters had heard her, but she wasn't going to wait around to find out she dashed into the trees without so much as <b> He took his last breath Nella moved as fast as her feet could carry her as the sun set. </b> She had very little light to guide her way and she stumbled over branches and tree roots Nella knew she would have to stop at some point. But as the temperature dropped the thought of sleeping out here all alone made her shiver and the thought of who else--17371944", He took his last breath Nella moved as fast as her feet could carry her as the sun set. , neutral,1
522,6987103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I enjoyed talking about this kind of stuff. <b> I'll be checking them all night. </b> I'll be answering you guys all tonight. I promise so that with that being said, thank you all go green.--6987103", I'll be checking them all night. , neutral,1
1093,20673690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--Why it can make you feel punishing or vengeful, but when you put the energy out there, it doesn't actually meet your needs. <b> You will get more value out of listening to people and letting them The old to you who and what they are. </b>  Then you will out of acting out of turn and being mean it's is a terrible time to be on social media or engage with friends or Frenemies in a way that actually just makes you feel bad about who and what you are.--20673690", You will get more value out of listening to people and letting them The old to you who and what they are. , realization,1
1492,30829236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Yeah asking if our wives how often they cook and I guarantee that'll that'll be proof. <b> So yeah, we'll just cook some We like cooking unique things. </b>  We made a Saint Louis lasagna, which I know we could recreate that for a video like actually make a video out of it.--30829236"," So yeah, we'll just cook some We like cooking unique things. ", approval,1
118,1040519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-That's where she settled upper upper middle. <b> He worked at Disney and the family live right down the street from Disney Studios. </b> She went to school with other kids whose parents worked in. In film and lived in a neighborhood that had been filled with Hollywood types for decades.--1040519, He worked at Disney and the family live right down the street from Disney Studios. , neutral,1
872,15213222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Go to your Twitter.-- So he's done some like real cinematic stuff, you know some. Some Godfather type movies go to your Twitter right now.<b> Go to your Twitter.</b> Right now Joe the jyd is just dumped.--15213222.0", Go to your Twitter., neutral,1
1413,28643881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"They're able to look up YouTube Vine videos and everything.-- A lot of parties are surrounded. So any sort of Vine would be more so for the Millennials that actually have great I guess maybe late gen Z or no early gen Z the ones that like are closer to you know, my siblings ages in the sense where they actually knew about Vine.<b> They're able to look up YouTube Vine videos and everything.</b> Thing so that's who this sort of costume would be catered towards.--28643881.0", They're able to look up YouTube Vine videos and everything.,admiration,1
55,2724647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I think you've kind of like inspire a lot of entrepreneurs to like Start mentorship programs and it's to the point that even like when we do like our we worked or people are coming up to me like so Melissa. <b> Now I'm excited that about everything that you're doing and you've added extra pressure to my plate. </b> Yeah first let's get into like who is Melissa Butler for those that don't know who you are. They're gonna know about who you are after this episode.--2724647, Now I'm excited that about everything that you're doing and you've added extra pressure to my plate. , excitement,2
82,29310504,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hristina soon noticed that while Celeste sweet-talk Steve to his face when he was out of earshot her demeanor changed.-- Both appeared as static at the reception Celeste daughter Christina celebrated alongside them. She hoped her mother had finally found a man who would make her happy but within a month Kristina's hopes were<b> Christina soon noticed that while Celeste sweet-talk Steve to his face when he was out of earshot her demeanor changed.</b> She grabbed viciously about him to Christina calling him names making faces at him behind his back and even saying that she hated him according to Christina Celeste had only married Steve for his money.--29310504., Christina soon noticed that while Celeste sweet-talk Steve to his face when he was out of earshot her demeanor changed., annoyance,2
